Price,Close,signal,position_shift,ret,strat_ret,equity
Ticker,AAPL,,,,,
Date,,,,,,
2023-04-18,166.47000122070312,1,1.0,0.0075047238711354325,0.0075047238711354325,106802.14064391653
2023-04-19,167.6300048828125,1,1.0,0.006968244450070493,0.006968244450070493,107546.36406771417
2023-04-20,166.64999389648438,1,1.0,-0.0058462742813449875,-0.0058462742813449875,106917.61852541292
2023-04-21,165.02000427246094,1,1.0,-0.00978091619394783,-0.00978091619394783,105871.86625895939
2023-04-24,165.3300018310547,1,1.0,0.001878545331279513,0.001878545331279513,106070.75135903401
2023-04-25,163.77000427246094,1,1.0,-0.0094356592349637,-0.0094356592349637,105069.9038944136
2023-04-26,163.75999450683594,1,1.0,-6.112087295517821e-05,-6.112087295517821e-05,105063.48193016626
2023-04-27,168.41000366210938,1,1.0,0.02839526936524983,0.02839526936524983,108046.7878000244
2023-04-28,169.67999267578125,1,1.0,0.007541054486406518,0.007541054486406518,108861.57451390557
2023-05-01,169.58999633789062,1,1.0,-0.0005303886243240852,-0.0005303886243240852,108803.83557315738
2023-05-02,168.5399932861328,1,1.0,-0.006191420923589042,-0.006191420923589042,108130.185229023
2023-05-03,167.4499969482422,1,1.0,-0.006467285993302041,-0.006467285993302041,107430.87639663818
2023-05-04,165.7899932861328,1,1.0,-0.009913429037699317,-0.009913429037699317,106365.86802702225
2023-05-05,173.57000732421875,1,1.0,0.04692692172716728,0.04692692172716728,111357.29079036854
2023-05-08,173.5,1,1.0,-0.0004033376808469935,-0.0004033376808469935,111312.37619895575
2023-05-09,171.77000427246094,1,1.0,-0.009971156931060876,-0.009971156931060876,110202.46302750667
2023-05-10,173.55999755859375,1,1.0,0.010420872338650744,0.010420872338650744,111350.8688261212
2023-05-11,173.75,1,1.0,0.0010947363682816125,0.0010947363682816125,111472.7686718649
2023-05-12,172.57000732421875,1,1.0,-0.006791324752697836,-0.006791324752697836,110715.72089873192
2023-05-15,172.07000732421875,1,1.0,-0.002897374855299284,-0.002897374855299284,110394.93595291361
2023-05-16,172.07000732421875,1,1.0,0.0,0.0,110394.93595291361
2023-05-17,172.69000244140625,1,1.0,0.0036031562201266354,0.0036031562201266354,110792.70615306283
2023-05-18,175.0500030517578,1,1.0,0.013666110237923634,0.013666110237923634,112306.81148890847
2023-05-19,175.16000366210938,1,1.0,0.0006283953638037687,0.0006283953638037687,112377.38456857167
2023-05-22,174.1999969482422,1,1.0,-0.005480741572254533,-0.005480741572254533,111761.47316518545
2023-05-23,171.55999755859375,1,1.0,-0.015154991021227304,-0.015154991021227304,110067.72904284795
2023-05-24,171.83999633789062,1,1.0,0.00163207497832496,0.00163207497832496,110247.36782933981
2023-05-25,172.99000549316406,1,1.0,0.0066923253013353445,0.0066923253013353445,110985.17907846972
2023-05-26,175.42999267578125,1,1.0,0.014104787011603337,0.014104787011603337,112550.60139081618
2023-05-30,177.3000030517578,1,1.0,0.010659581907596527,0.010659581907596527,113750.34374509084
2023-05-31,177.25,1,1.0,-0.0002820251037627397,-0.0002820251037627397,113718.26329259307
2023-06-01,180.08999633789062,1,1.0,0.016022546335066945,0.016022546335066945,115540.31943534198
2023-06-02,180.9499969482422,1,1.0,0.004775393568990927,0.004775393568990927,116092.06993373267
2023-06-05,179.5800018310547,1,1.0,-0.0075711253953729685,-0.0075711253953729685,115213.12231485597
2023-06-06,179.2100067138672,1,1.0,-0.002060335858196427,-0.002060335858196427,114975.7445876159
2023-06-07,177.82000732421875,1,1.0,-0.007756259904993845,-0.007756259904993845,114083.96282982416
2023-06-08,180.57000732421875,1,1.0,0.01546507640721173,0.01546507640721173,115848.2800318249
2023-06-09,180.9600067138672,1,1.0,0.002159823746078704,0.002159823746078704,116098.49189798
2023-06-12,183.7899932861328,1,1.0,0.015638740424785524,0.015638740424785524,117914.12607648157
2023-06-13,183.30999755859375,1,1.0,-0.002611653218746124,-0.002611653218746124,117606.17526957828
2023-06-14,183.9499969482422,1,1.0,0.003491350161869189,0.003491350161869189,118016.77960864254
2023-06-15,186.00999450683594,1,1.0,0.011198682211304156,0.011198682211304156,119338.41201908124
2023-06-16,184.9199981689453,1,1.0,-0.005859880490725833,-0.005859880490725833,118639.10318669642
2023-06-20,185.00999450683594,1,1.0,0.0004866771511018442,0.0004866771511018442,118696.8421274446
2023-06-21,183.9600067138672,1,1.0,-0.0056753030870986265,-0.0056753030870986265,118023.20157288986
2023-06-22,187.0,1,1.0,0.016525294494369236,0.016525294494369236,119973.56973605015
2023-06-23,186.67999267578125,1,1.0,-0.0017112691134693048,-0.0017112691134693048,119768.2626717282
2023-06-26,185.27000427246094,1,1.0,-0.007552970101992296,-0.007552970101992296,118863.65656460107
2023-06-27,188.05999755859375,1,1.0,0.015059066345298966,0.015059066345298966,120653.63225485224
2023-06-28,189.25,1,1.0,0.006327780797909854,0.006327780797909854,121417.10199223256
2023-06-29,189.58999633789062,1,1.0,0.0017965460390521049,0.0017965460390521049,121635.23340588991
